Name,Age,Gender,Medical Condition,Date of Admission,Doctor,Billing Amount,Admission Type,Discharge Date,Medication,Test Results,MaHoSo,MaNV,MaBN,examination date,year of birth,Address,citizen identification,phone number,health insurance,Treatment department
GEORgE woodwARd,69,Male,Arthritis,29/12/2020,William Bailey,23523.59682,Elective,21/01/2021,Aspirin,Inconclusive,HOSO6907,NV429,BN3934,29/01/1966,23/11/1943,"432 Wilson Lodge Apt. 495
South Alicia, VT 51411",7.55E+11,84210163016,9778120866,Da li��
sHaNe TaTe,31,Male,Cancer,19/03/2024,Tiffany Ortega,50563.79858,Urgent,07/04/2024,Penicillin,Inconclusive,HOSO8834,NV346,BN7975,04/08/2011,13/03/1988,"4391 Smith Island
New Thomasmouth, WI 27800",4.35E+11,84497633932,7738777335,Da li��
KErRY HaWkiNs,40,Male,Arthritis,13/12/2021,Willie Lowery,15518.45778,Emergency,19/12/2021,Penicillin,Abnormal,HOSO8024,NV710,BN4542,15/02/1943,09/07/2000,"6396 Gillespie Manor
West Kennethmouth, CT 50642",8.62E+11,84317373792,2247269835,N���
mARissA mORa,50,Male,Asthma,17/05/2022,Jaime Allen,42150.70379,Urgent,03/06/2022,Paracetamol,Abnormal,HOSO1751,NV380,BN3192,29/05/1959,13/06/1950,"USNV Keller
FPO AP 41260",3.26E+11,84028955402,8128557563,N���
rICKy mEYeR,83,Female,Arthritis,01/12/2022,Becky Jones,42192.98687,Emergency,17/12/2022,Paracetamol,Abnormal,HOSO8045,NV198,BN1366,26/02/2002,16/03/2013,"10928 Virginia Trail
East Natalie, MN 01188",5.41E+11,84437452111,1935318210,Tim m��
EDWArd JOneS jR.,23,Female,Cancer,16/03/2020,Tiffany Frank,3925.933841,Emergency,22/03/2020,Lipitor,Normal,HOSO8317,NV314,BN7808,21/07/2004,10/09/2022,"833 Ayala Forge Suite 432
New Andrewshire, TX 81284",9.53E+11,84603413029,3248607541,Nhi khoa
HeatHER mELeNdez,68,Female,Arthritis,20/10/2020,Joe Mora,12605.74744,Emergency,27/10/2020,Paracetamol,Inconclusive,HOSO8082,NV123,BN7349,24/07/1996,02/07/1935,"151 Meyer Village
Lake Bradley, PA 59304",3.15E+11,84501474012,2577705472,N���
jesSIcA mAciaS,37,Male,Asthma,05/01/2024,Teresa Tucker,7421.176732,Urgent,27/01/2024,Penicillin,Inconclusive,HOSO1806,NV993,BN2690,23/03/2022,05/07/2021,"36920 Shaw Divide
New Davidbury, FL 78750",1.03E+11,84348264989,1771639617,Tim m��
JaMIe leACh,24,Female,Arthritis,17/08/2023,Ruben Cross,24561.73719,Emergency,01/09/2023,Aspirin,Abnormal,HOSO1570,NV996,BN6651,21/07/1936,18/01/1953,"59232 Brooks Lane Apt. 704
West Alejandroside, VT 46346",7.69E+11,84728765373,1387772361,Nhi khoa
matThEW sImMoNs,21,Male,Diabetes,31/03/2023,Timothy Choi,32854.15326,Emergency,22/04/2023,Lipitor,Abnormal,HOSO9851,NV637,BN9594,22/06/2006,15/04/1939,"2967 Lucas Way
Taraburgh, MO 07535",8.15E+11,84461743027,4984322476,Da li��
SHeILA bAXtEr,46,Female,Diabetes,21/11/2022,Robert Lester,18828.76413,Elective,22/11/2022,Ibuprofen,Abnormal,HOSO1554,NV440,BN2528,07/08/1957,14/12/1944,"3194 Pamela Valley Suite 144
Shermanfort, FL 01990",9.95E+11,84003142579,9203083879,N���
DAVE PaRrISH,61,Female,Arthritis,24/08/2020,Sandra Bender,34381.68871,Urgent,06/09/2020,Lipitor,Inconclusive,HOSO6401,NV573,BN7776,05/09/2015,24/11/1991,"2543 April Estate
East Amy, MS 72870",7.98E+11,84565393128,1549653719,Da li��
brYaN SteWart,25,Male,Arthritis,12/02/2022,Martin Smith,31501.71986,Elective,03/03/2022,Ibuprofen,Inconclusive,HOSO8621,NV721,BN9998,29/10/2020,19/02/1999,"18333 Stewart Summit Suite 079
Millstown, RI 10382",5.50E+11,84130383327,1288950236,Da li��
JaMes beLL,75,Female,Arthritis,15/08/2023,Martha Johnson,12098.03322,Elective,04/09/2023,Lipitor,Abnormal,HOSO1974,NV134,BN5996,06/04/1949,14/07/2019,"574 Gibbs Point
Port Jerryfurt, CO 50609",4.90E+11,84454372064,2214870314,Tim m��
Joshua LOve,43,Female,Diabetes,13/01/2023,Mercedes Harris,39547.38119,Elective,01/02/2023,Paracetamol,Inconclusive,HOSO2234,NV959,BN9158,22/01/1956,19/08/2012,"638 Myers Rue
Salaston, IA 69625",1.76E+11,84394097866,3236247861,N���
rObErT CLArk,38,Female,Obesity,28/04/2020,Gregory Chung,6486.235726,Elective,20/05/2020,Aspirin,Abnormal,HOSO2244,NV685,BN2740,23/05/1938,03/08/2023,"31219 Griffin Motorway
Samuelhaven, NC 49502",6.57E+11,84232340383,3485918024,Da li��
marisa GOlDEN,28,Male,Arthritis,21/10/2022,James Young,46657.68608,Urgent,22/10/2022,Penicillin,Inconclusive,HOSO6589,NV565,BN9710,17/11/1970,29/05/2018,"94566 Tyler Oval Apt. 943
Wendytown, TX 79185",3.28E+11,84673814287,8238582766,Ngo���
NanCy HaMIltOn,80,Male,Hypertension,15/12/2022,Carla Combs,31709.46503,Urgent,25/12/2022,Paracetamol,Abnormal,HOSO1282,NV480,BN9534,01/09/1938,14/10/1999,"440 Mendoza Vista Suite 898
Laurieview, WV 10453",2.71E+11,84984115758,8624007521,Da li��
BRyaN bOwERS,63,Female,Asthma,01/09/2020,Peter Martinez,9894.809407,Emergency,01/10/2020,Ibuprofen,Inconclusive,HOSO7837,NV570,BN8418,21/11/1985,20/04/2002,"26698 Robert Trail
New Jillside, NV 94060",7.03E+11,84254336282,4589207753,Tim m��
NIColE mArTIN,75,Female,Cancer,18/11/2019,Christopher Spears,29995.42856,Emergency,11/12/2019,Paracetamol,Abnormal,HOSO2963,NV550,BN8428,19/04/1942,06/08/2009,"0372 Smith Mountain Suite 503
Angelafort, VA 33616",5.94E+11,84515532424,6109683388,Nhi khoa
WillIam HaRmON,59,Female,Arthritis,22/08/2022,Carrie Howell,7796.259614,Urgent,30/08/2022,Ibuprofen,Inconclusive,HOSO3775,NV725,BN2644,07/01/2004,22/01/2022,"649 Powers Land
East Alex, SC 92995",2.11E+11,84189779472,9867436083,Da li��
TOM BRoWN,27,Male,Diabetes,01/08/2020,Tina Ray,48965.1758,Emergency,26/08/2020,Aspirin,Abnormal,HOSO5022,NV163,BN9651,02/06/1943,11/10/1964,"USS Parker
FPO AP 28615",7.80E+11,84271078873,8181802775,Tim m��
CynthIa NeLSoN,77,Male,Arthritis,18/01/2024,Debbie Jones,16128.25262,Emergency,15/02/2024,Penicillin,Inconclusive,HOSO5963,NV695,BN8343,21/04/1952,26/07/2021,"Unit 6121 Box 2656
DPO AE 77606",8.51E+11,84225515165,3731067934,N���
TODD gROSS,19,Female,Asthma,17/03/2020,Anthony Ortiz,16920.16153,Emergency,10/04/2020,Lipitor,Abnormal,HOSO2438,NV868,BN9082,19/03/1957,09/05/2013,"USNV Johnston
FPO AA 98645",6.19E+11,84298138950,1058881016,Da li��
sTEphAnie cHung,58,Male,Arthritis,15/08/2022,Jason Stewart,49861.87424,Emergency,01/09/2022,Ibuprofen,Abnormal,HOSO9060,NV615,BN4529,01/12/1977,29/09/1999,"6263 Fleming Groves Apt. 192
Sullivanberg, NY 46450",2.97E+11,84255703705,4121428179,Da li��
KayLA PeREZ,57,Male,Cancer,15/05/2023,Derek Dorsey,36287.38506,Elective,19/05/2023,Lipitor,Inconclusive,HOSO7183,NV324,BN2483,04/10/2022,08/03/1967,"0840 Payne Mill
Lake David, AR 65356",8.85E+11,84900800512,1434189806,Da li��
paul marTInez,59,Male,Hypertension,27/06/2019,William Carter,48035.36933,Urgent,19/07/2019,Ibuprofen,Abnormal,HOSO7109,NV825,BN2946,29/09/1978,12/09/1956,"2116 Walters Creek Apt. 271
Diazchester, KY 14245",8.42E+11,84952797766,4111323842,Da li��
joshuA neLson,62,Male,Hypertension,29/10/2023,Angel Jones,22030.69335,Urgent,14/11/2023,Lipitor,Normal,HOSO7430,NV323,BN4029,10/05/1995,05/04/1989,"9834 Stafford Crossroad Apt. 632
Brandiville, VA 33340",5.50E+11,84817446775,7385052376,Tim m��
JAkE COpeLand,71,Male,Diabetes,09/01/2024,Christopher Fowler,45665.85089,Elective,20/01/2024,Penicillin,Inconclusive,HOSO1757,NV530,BN9519,20/08/1969,10/12/1945,"724 Dakota Glen
West Tommy, NE 26438",7.86E+11,84064564500,9167324415,Tim m��
mAria GArdNEr,35,Female,Cancer,23/08/2020,Stephanie Herrera,4415.754867,Emergency,29/08/2020,Lipitor,Inconclusive,HOSO6941,NV515,BN4288,16/09/2017,28/08/1959,"85058 Craig Mount
Kathrynburgh, WA 79086",7.80E+11,84870945469,3168376621,N���
jAnEt ROBERTs DDS,34,Male,Asthma,07/01/2020,Scott Herring,41122.28914,Urgent,12/01/2020,Paracetamol,Normal,HOSO2284,NV493,BN7979,29/06/2023,01/08/1943,"Unit 4637 Box 4503
DPO AE 18705",6.14E+11,84289895101,3452644780,Nhi khoa
pETeR ramSey,84,Female,Arthritis,25/10/2019,Angela Cook,28401.55693,Elective,15/11/2019,Ibuprofen,Inconclusive,HOSO7694,NV915,BN6525,30/12/1981,01/10/2015,"1121 Katherine Prairie Apt. 417
Robertshire, OH 52198",8.19E+11,84653855287,6172561142,N���
AsHley farmER,77,Female,Diabetes,20/09/2023,Michael Davis,28228.69472,Urgent,08/10/2023,Paracetamol,Inconclusive,HOSO1255,NV270,BN3991,22/10/2024,05/01/2003,"USS Gray
FPO AA 93534",1.51E+11,84758085485,9151894550,Da li��
kaTHerInE haLE,85,Male,Arthritis,12/01/2020,Thomas Hunt,2106.393757,Urgent,23/01/2020,Penicillin,Inconclusive,HOSO3293,NV323,BN4194,17/01/1996,28/11/2023,"713 Martin Village Suite 683
West Kimberly, IA 77142",6.53E+11,84048147650,2593586310,Da li��
GAry BOWEN,34,Female,Asthma,04/06/2019,Dylan Hale,47398.58621,Urgent,07/06/2019,Ibuprofen,Normal,HOSO1347,NV141,BN2003,08/07/1995,24/09/2020,"39704 Christine Corners Apt. 406
Lake Victoriabury, WY 79082",7.77E+11,84046194737,1067501438,Tim m��
LaURA rYan,72,Female,Asthma,14/12/2021,Bradley Holt,47454.59468,Emergency,24/12/2021,Aspirin,Abnormal,HOSO6661,NV487,BN6511,27/04/1983,28/12/1979,"54341 Bennett Mission Apt. 013
Lake Toni, DE 84138",9.06E+11,84922876297,1292453828,Nhi khoa
TiMoThY lOpeZ,33,Female,Diabetes,30/05/2023,Sandra Powers,22257.60937,Urgent,01/06/2023,Ibuprofen,Abnormal,HOSO6333,NV662,BN2424,25/10/2019,22/03/2012,"93441 Bell Overpass
Byrdton, NC 67223",8.66E+11,84707975771,3642358758,N���
ANThoNy gUZmAn,80,Female,Arthritis,26/08/2019,Evan Campbell,30324.06598,Urgent,15/09/2019,Penicillin,Abnormal,HOSO7866,NV153,BN9685,09/09/1935,14/01/1989,"112 Oconnor Prairie
Lake Brett, NC 77834",6.19E+11,84701001762,9628187927,N���
MIChael ShaRP,24,Female,Arthritis,16/11/2019,Sylvia Villarreal,10053.92458,Emergency,02/12/2019,Aspirin,Abnormal,HOSO7594,NV517,BN3724,07/01/1943,19/10/1983,"9497 Barbara Way
Mcfarlandview, KS 83981",6.88E+11,84820879876,3917680581,N���
daVId CarrOlL,44,Female,Arthritis,23/04/2022,Matthew Hopkins,9823.303433,Elective,19/05/2022,Lipitor,Normal,HOSO2910,NV326,BN6534,20/02/2009,08/06/2022,"343 Hernandez Loaf
South Chad, NV 53067",2.67E+11,84357319175,5339567665,Da li��
Connor BARTOn,32,Female,Asthma,20/02/2020,Joseph Miller,17862.69225,Elective,21/02/2020,Paracetamol,Inconclusive,HOSO7306,NV294,BN1104,26/11/1975,10/12/1966,"22009 Munoz Spur
Gilbertville, SD 50361",5.74E+11,84605007694,6036776392,Tim m��
AnGElA SCOtT,83,Male,Obesity,19/10/2022,Charles Palmer,17855.80107,Emergency,10/11/2022,Ibuprofen,Inconclusive,HOSO6600,NV848,BN8522,17/02/1979,04/08/2016,"4047 Tracy Parks Suite 671
Monicabury, KS 04628",9.42E+11,84076111862,1336875890,N���
DAvID ORTiz,80,Male,Arthritis,05/02/2022,Michael Walters,40178.46329,Elective,18/02/2022,Penicillin,Inconclusive,HOSO3776,NV866,BN8908,26/02/1994,30/01/1970,"869 Tiffany Landing Apt. 571
Scottberg, IL 76632",7.12E+11,84666460564,5911982481,Tim m��
paTRicK pierce,41,Female,Cancer,01/08/2019,Scott Smith,24690.22218,Emergency,09/08/2019,Ibuprofen,Abnormal,HOSO7558,NV235,BN2276,24/06/1990,19/04/1949,"81437 Christopher Heights Apt. 602
Jaketon, NJ 26421",4.55E+11,84607577906,4106249446,Tim m��
KeiTH JohnSoN,39,Male,Arthritis,19/06/2021,Nicole Jensen,21862.05636,Elective,16/07/2021,Aspirin,Normal,HOSO3360,NV627,BN2468,09/05/1953,21/05/1958,"71482 James Crossroad Suite 039
West Ericaside, WI 79543",1.79E+11,84163683299,7037897532,N���
antonio smITh,55,Male,Asthma,28/06/2020,Brent Dickerson,29790.84684,Urgent,24/07/2020,Ibuprofen,Normal,HOSO7683,NV510,BN9724,03/06/1992,12/05/1975,"USS Martinez
FPO AE 22815",8.88E+11,84301917347,3327856811,Da li��
jOHN TaYlOR,59,Male,Asthma,06/10/2019,Nicole Young,6539.760332,Urgent,24/10/2019,Aspirin,Abnormal,HOSO4037,NV192,BN3453,18/12/1939,22/07/1978,"1586 Jennifer Lake
Mosleyfort, MT 60663",8.22E+11,84309482429,5089081879,Ngo���
barbAra stEwarT,34,Female,Asthma,17/07/2022,Jared Kemp,20453.3175,Urgent,23/07/2022,Paracetamol,Inconclusive,HOSO3501,NV237,BN7087,06/11/1952,10/05/2020,"0950 Craig Land
South Troyland, NE 19785",9.79E+11,84086165171,3704085162,Da li��
lArRy TaNnEr,27,Female,Hypertension,22/05/2021,Dennis Gilbert,6827.697955,Urgent,09/06/2021,Paracetamol,Normal,HOSO6482,NV675,BN5559,05/03/1988,01/06/1960,"16059 Pamela Track Suite 907
Port Dianetown, TX 14837",2.26E+11,84433979426,6066590470,Nhi khoa
MAllORy diAz,56,Female,Diabetes,16/08/2022,William Mcguire,7557.59915,Urgent,04/09/2022,Aspirin,Inconclusive,HOSO4384,NV986,BN9531,23/11/1940,12/04/1967,"10021 Martin Vista
Klinebury, DC 86255",3.48E+11,84548891840,4150416162,N���
jOhN WILLiams,60,Female,Cancer,31/03/2021,Jesus Wagner,15364.48479,Emergency,18/04/2021,Ibuprofen,Abnormal,HOSO7260,NV567,BN7649,31/08/1936,26/03/1949,"662 George Camp
Michaelview, AL 86986",8.14E+11,84855575273,7372245416,Tim m��
peter miller,71,Female,Obesity,06/09/2021,Jose Cooley,6664.216917,Elective,17/09/2021,Lipitor,Abnormal,HOSO1873,NV829,BN2348,12/08/1982,29/03/1959,"PSC 9105, Box 9169
APO AP 90624",4.90E+11,84074342819,2827144846,Nhi khoa
rYaN bUtLeR,20,Male,Diabetes,26/08/2023,Andrew Clark,7235.19069,Urgent,27/08/2023,Penicillin,Inconclusive,HOSO3059,NV935,BN2587,16/04/2006,14/06/2023,"79922 Dixon Pines Apt. 854
Kimberlymouth, WA 66640",1.43E+11,84860266893,3107157078,Ngo���
SaMANTHa lOwERY,75,Male,Asthma,27/11/2019,Evelyn Patterson,20336.49292,Emergency,07/12/2019,Penicillin,Normal,HOSO5364,NV262,BN3790,04/11/1962,15/12/1997,"407 Foster View Apt. 095
Lake Robert, RI 12379",9.20E+11,84820479204,9676908069,Tim m��
TiFFAny LEe,32,Female,Obesity,07/03/2023,Maria Estes,38668.69459,Urgent,12/03/2023,Lipitor,Normal,HOSO5558,NV131,BN9072,29/08/2009,23/01/2023,"PSC 0157, Box 3942
APO AA 02126",6.57E+11,84559962375,2681956039,Ngo���
SamaNthA WiLlIs,66,Female,Diabetes,03/10/2022,Mrs. Linda Miles,41222.00587,Elective,14/10/2022,Lipitor,Abnormal,HOSO5108,NV249,BN9705,03/07/1966,25/02/2011,"4281 Ryan Club
New Margarethaven, MO 13407",5.89E+11,84633523287,6605218782,Ngo���
pAmela BroWn,78,Female,Diabetes,10/01/2023,Catherine Wiley,38520.01119,Urgent,30/01/2023,Lipitor,Abnormal,HOSO7332,NV346,BN8999,08/01/1981,03/11/1976,"25183 Kelly Route
Lake Dennis, NJ 23866",7.21E+11,84275246449,5361556938,Da li��
cARLA walkER,49,Male,Cancer,12/04/2020,Olivia Nichols,44411.12453,Urgent,04/05/2020,Aspirin,Normal,HOSO7048,NV592,BN4185,01/07/2015,19/07/1964,"61802 George Ramp Apt. 891
North Amyborough, SD 32717",7.41E+11,84573497933,8811553859,Tim m��
MaRy GOnzaLeS,73,Male,Arthritis,20/11/2020,Christie Vargas,26044.25094,Urgent,15/12/2020,Aspirin,Inconclusive,HOSO5746,NV469,BN2349,13/08/2018,30/10/2013,"316 Lang Drives
East Kayla, NY 06840",5.46E+11,84533924996,4044897597,Nhi khoa
SHEllEY FlEmInG,69,Male,Hypertension,26/04/2024,Nathaniel Jacobson,7902.420483,Emergency,24/05/2024,Ibuprofen,Abnormal,HOSO7073,NV187,BN2727,01/08/1973,05/01/1939,"PSC 7087, Box 8753
APO AA 49560",8.26E+11,84562898865,1388816437,N���
MARK bLakE,51,Female,Hypertension,29/06/2023,Kayla Clark,46245.58395,Urgent,07/07/2023,Paracetamol,Abnormal,HOSO6822,NV661,BN9055,11/09/2019,03/07/2016,"USNV Bailey
FPO AP 81606",1.03E+11,84738822610,3066812767,Tim m��
SCoTT KIng,66,Male,Diabetes,11/01/2020,Jessica Jackson,40448.96917,Emergency,07/02/2020,Paracetamol,Abnormal,HOSO9217,NV760,BN3441,10/11/2016,26/03/1960,"5520 Smith Cape Suite 600
Lake Nicoleville, AK 83785",1.78E+11,84008961196,5967735213,N���
JesSicA dAvis,38,Female,Arthritis,05/06/2022,Lynn Benson,20914.94741,Elective,15/06/2022,Paracetamol,Normal,HOSO8807,NV500,BN2054,26/01/1977,08/05/1956,"54991 Dan Trail Suite 693
North Roberthaven, WA 52105",6.52E+11,84937533831,1896720725,Nhi khoa
anthOnY odom,33,Male,Asthma,28/01/2024,Michael Dodson MD,46682.44679,Elective,22/02/2024,Paracetamol,Inconclusive,HOSO2141,NV596,BN6934,18/08/1966,24/04/1939,"1098 Baker Port Apt. 963
Robertmouth, OH 18221",4.32E+11,84598435952,9272767445,Nhi khoa
charleS bRoWN,27,Male,Cancer,06/11/2021,David Nunez,10965.69575,Elective,07/11/2021,Penicillin,Normal,HOSO2169,NV521,BN1557,27/09/2001,18/04/2004,"68948 Massey Squares Apt. 954
Port Nicholasland, OH 93159",3.04E+11,84854878976,2690104013,N���
raChel DaVIS,36,Male,Cancer,21/07/2021,Lindsay Pierce,27507.04298,Emergency,31/07/2021,Ibuprofen,Normal,HOSO2611,NV374,BN8486,10/02/1956,19/08/1938,"5377 Gray Hill
North Tyronestad, AL 44484",8.27E+11,84163190181,3720250865,Tim m��
SAndRa mccALl,41,Male,Cancer,23/11/2019,Dr. Jeffrey Barnes Jr.,12678.09623,Urgent,06/12/2019,Penicillin,Normal,HOSO9062,NV670,BN1414,29/05/2020,22/01/1946,"749 Julia Lights
Port Williamburgh, CO 83609",5.23E+11,84267631886,5227719144,Tim m��
NiCole FraNCIS,33,Male,Asthma,30/05/2019,Kristie Roberts,38395.52996,Emergency,29/06/2019,Ibuprofen,Inconclusive,HOSO7677,NV945,BN1850,30/03/1991,21/09/1948,"58509 Acosta Ridge
Port Lisastad, AK 74386",8.23E+11,84428553929,7953522505,Nhi khoa
STEVEN SmitH,56,Female,Asthma,23/03/2024,Allison Harper,28510.80722,Emergency,14/04/2024,Lipitor,Inconclusive,HOSO8460,NV249,BN6832,18/03/2001,15/11/1973,"Unit 1873 Box 7299
DPO AE 60893",9.91E+11,84921796100,7039369179,Tim m��
KAREn johnsoN,25,Male,Obesity,23/06/2019,Heather Howard,43400.66659,Emergency,12/07/2019,Aspirin,Abnormal,HOSO3552,NV789,BN5130,09/05/2019,22/05/1945,"7262 Brian Mall
Kyleport, MO 48264",6.05E+11,84292398374,6917912655,Tim m��
anna ROgERs,21,Female,Asthma,30/01/2022,Vickie King,46890.42601,Elective,26/02/2022,Aspirin,Abnormal,HOSO9484,NV951,BN4529,28/07/2014,19/01/2005,"50033 Matthew Spur
Fitzgeraldshire, TN 81212",6.85E+11,84545530283,3205933552,N���
pRiSCiLlA dEckEr,57,Male,Cancer,12/11/2022,Christopher Yoder,48491.64321,Elective,22/11/2022,Penicillin,Normal,HOSO5832,NV895,BN6484,31/07/1976,09/04/1978,"7719 Nguyen Passage
Millermouth, OR 74008",5.30E+11,84811744895,5331041481,N���
tREVor WRiGHt,39,Female,Cancer,22/12/2020,Matthew Nelson,13643.73085,Elective,27/12/2020,Lipitor,Normal,HOSO9078,NV193,BN7181,16/08/1979,19/03/1958,"87304 Tonya Highway Suite 634
North Virginia, FL 26842",6.78E+11,84201628121,5008498660,Ngo���
WiLlIAm tuCKEr,51,Female,Diabetes,22/05/2022,Martin Lynch,5415.28351,Emergency,08/06/2022,Aspirin,Inconclusive,HOSO5356,NV968,BN7582,01/03/1969,30/06/1967,"USS Gonzalez
FPO AE 41694",9.23E+11,84512067127,1255720472,Nhi khoa
JEsSIca KElLer,31,Male,Hypertension,27/03/2021,David Hall,44008.05021,Elective,23/04/2021,Lipitor,Abnormal,HOSO5638,NV654,BN1513,28/06/2015,01/01/2005,"6572 Nathaniel Wall
Lake Rhonda, PA 80050",9.68E+11,84552232294,7248444936,Nhi khoa
WILliAM hEnRY,85,Male,Asthma,22/06/2022,Benjamin Tyler,43866.65848,Urgent,22/07/2022,Aspirin,Normal,HOSO1861,NV718,BN3648,30/06/1963,10/12/1967,"051 Martinez Trail
West Gary, NE 27927",8.36E+11,84443446419,2985765958,Ngo���
RobiN Clarke,76,Male,Diabetes,15/07/2022,Tyler Adams DDS,45242.85699,Emergency,19/07/2022,Penicillin,Abnormal,HOSO5096,NV840,BN9333,28/05/1965,12/09/1951,"4473 Holmes Ranch
West Jenniferville, NC 83049",4.87E+11,84683522849,3572385534,Nhi khoa
jessIca gARZa,59,Male,Asthma,06/06/2022,William White,13550.12449,Elective,30/06/2022,Paracetamol,Normal,HOSO8052,NV752,BN6827,16/02/1939,21/02/1969,"97977 Fleming Union
South Sara, AK 84669",8.58E+11,84324564754,6379480129,Ngo���
JAmIe salaZAR,64,Male,Diabetes,29/12/2020,Amanda Webb,34963.63898,Urgent,07/01/2021,Aspirin,Inconclusive,HOSO9489,NV574,BN1791,19/08/1990,03/10/2017,"079 Tina Causeway Suite 406
Harrisberg, NM 11098",2.42E+11,84019385810,3580251204,Da li��
stevEN VAugHaN,28,Male,Arthritis,23/05/2020,Travis Holmes,48890.44782,Elective,12/06/2020,Penicillin,Abnormal,HOSO5093,NV908,BN6121,02/12/1969,21/01/2011,"252 Clark Fort
Michaelmouth, OH 64108",6.18E+11,84117319841,2296531412,Tim m��
MIChAeL contreraS,63,Male,Obesity,25/07/2022,Amy Small,17159.58153,Emergency,22/08/2022,Ibuprofen,Normal,HOSO1953,NV974,BN3628,16/10/2001,08/05/2004,"484 Dillon Cove
East Jacquelinemouth, DE 90471",1.54E+11,84405271704,8191335713,Tim m��
AllEn roBeRTs,24,Male,Arthritis,01/04/2021,Katherine Gutierrez,7192.628178,Emergency,19/04/2021,Penicillin,Abnormal,HOSO2909,NV388,BN2597,04/04/1958,22/06/2014,"354 Baker Squares Apt. 860
Davidland, NC 51207",2.80E+11,84773817116,3606815052,Da li��
aMy POwEll,81,Male,Arthritis,20/07/2020,Susan Hess,44982.85247,Elective,29/07/2020,Lipitor,Normal,HOSO4869,NV424,BN5487,28/04/2015,03/07/1940,"2246 Brendan Extension
Samuelmouth, DC 32561",3.08E+11,84090084168,5949129989,Tim m��
KeNNeth sMitH,74,Male,Diabetes,28/02/2020,Kristen Thornton,16004.46908,Emergency,28/03/2020,Ibuprofen,Inconclusive,HOSO1414,NV869,BN8842,24/07/1989,06/12/1968,"428 Alexandra Fork Apt. 889
South Julia, NH 77170",1.95E+11,84356276573,6859891247,N���
maTThEW WEsT,28,Male,Cancer,30/08/2023,Jerry Fisher,7320.042617,Elective,17/09/2023,Ibuprofen,Normal,HOSO8978,NV346,BN2371,19/02/1976,02/12/2013,"5606 Michael Village Suite 431
New Matthew, AK 53688",7.26E+11,84199214932,5739350978,Ngo���
ERIK MOntoyA,27,Male,Obesity,27/07/2020,Elizabeth Miller,28329.82407,Emergency,24/08/2020,Aspirin,Normal,HOSO7444,NV751,BN2823,27/01/1995,01/09/2002,"027 Jonathan Ways Suite 689
Valdezborough, AL 84056",6.97E+11,84226257755,2918577089,Nhi khoa
aUSTin lEwis,24,Male,Diabetes,28/03/2021,Reginald Grimes,24130.51675,Urgent,05/04/2021,Paracetamol,Inconclusive,HOSO8911,NV944,BN8463,29/12/1993,13/05/1948,"05789 Williams Crossroad
Reeseview, RI 23584",7.25E+11,84627519625,6895791659,Nhi khoa
KennEtH ThOmPSon,63,Male,Diabetes,08/05/2022,Steven Smith,22361.1476,Emergency,10/05/2022,Paracetamol,Normal,HOSO3233,NV202,BN5513,13/04/2001,10/05/1990,"887 Stephens Greens Suite 969
Pearsonview, NC 16726",4.13E+11,84252585519,2519709171,Nhi khoa
AMANDa DURhAm,46,Female,Obesity,16/06/2021,Katelyn Davis,19650.00179,Emergency,06/07/2021,Lipitor,Inconclusive,HOSO5640,NV961,BN6317,23/02/1973,17/10/2008,"9966 Jenna Gateway Apt. 714
Wolfmouth, TN 89839",5.47E+11,84915702784,4082746527,Da li��
stEphen HUdSON,35,Female,Arthritis,31/10/2023,Matthew Jones,30986.93252,Urgent,21/11/2023,Paracetamol,Abnormal,HOSO7834,NV312,BN9849,27/10/1955,16/07/1970,"39225 Jennings Valleys
Phillipston, PA 65800",6.01E+11,84302475661,1927985255,Nhi khoa
CASsanDRA VeLaZquEZ,28,Female,Diabetes,23/04/2022,Diana Tran,45987.15678,Elective,11/05/2022,Penicillin,Normal,HOSO2663,NV976,BN3366,28/05/1988,16/05/1980,"6874 Gordon Place
Mosshaven, VT 60289",6.30E+11,84158206160,6397167620,N���
suSAN peNA,80,Female,Obesity,09/12/2021,Kevin Kelley,11086.73048,Urgent,12/12/2021,Lipitor,Inconclusive,HOSO6459,NV577,BN7667,20/10/2002,26/09/1942,"28713 Karen Mountain
Lake Jeremy, MT 20227",3.69E+11,84242071860,1140820626,Tim m��
anTHoNY PerKinS,31,Male,Obesity,10/01/2024,Anthony Green,28483.87694,Urgent,02/02/2024,Lipitor,Abnormal,HOSO6728,NV980,BN7547,27/07/1964,26/04/1946,"62046 Yvette Crest
South Julieville, WI 05878",4.81E+11,84873819208,6131621238,Tim m��
KATRIna LOPEz,69,Female,Diabetes,17/11/2019,Jordan Porter,37905.95518,Emergency,15/12/2019,Lipitor,Inconclusive,HOSO2599,NV517,BN3751,10/05/2003,31/12/1994,"615 Matthew Loaf Suite 635
Cochranborough, OR 93010",8.95E+11,84714222209,8774184456,Ngo���
bRiAn FoSTER,82,Male,Asthma,05/01/2022,James Thompson,27878.85084,Elective,11/01/2022,Ibuprofen,Normal,HOSO9817,NV213,BN7942,23/11/1943,12/04/1981,"15027 Joseph Highway
Edwardsbury, WA 96288",3.63E+11,84047177965,1546711969,N���
